Date,CP,Longwave_Rad_AVG,TEMP_MIN,RAD_SOL,RAIN,SampleID,Longitude,TDN_based_ADF,WIND_SPD,Latitude,B9,B11,Radiative_Direct_AVG,B7,NDWI,Radiative_Dif_AVG
2022-04-06,3.882340283,411.7603650694442,21.5,21.5,2.0,60,-54.83909767,42.25234896,14.4,-20.447101,4025.0,2990.0,306.5506366099681,4037.0,0.1700208188757807,55.43210602056249
2022-04-06,3.785281776,411.7603650694442,21.5,21.5,2.0,60,-54.83909767,42.33528657,14.4,-20.447101,4025.0,2990.0,306.5506366099681,4037.0,0.1700208188757807,55.43210602056249
2022-08-03,4.370941203,369.9282904166671,17.3,17.63,0.0,61,-54.838977,53.45224519,11.2,-20.44698433,3469.0,3652.0,0.2542237416505561,3389.0,-0.0052298375997797,212.9677635737433
2022-08-03,4.368763355,369.9282904166671,17.3,17.63,0.0,61,-54.83844733,53.1967557,11.2,-20.44684633,3475.0,3706.0,0.2542237416505561,3431.0,-0.0317371937639198,212.9677635737433
2022-08-03,4.201980296,369.9282904166671,17.3,17.63,0.0,62,-54.83904833,52.30018893,11.2,-20.44640333,3412.0,3552.0,0.2542237416505561,3297.0,-0.0225996833165395,212.9677635737433
2022-08-03,4.278554882,369.9282904166671,17.3,17.63,0.0,62,-54.83859467,52.86403073,11.2,-20.446358,3462.0,3570.0,0.2542237416505561,3267.0,-0.0242432936451011,212.9677635737433
2022-08-03,3.908210472,369.9282904166671,17.3,17.63,0.0,63,-54.83925533,55.46456159,11.2,-20.44625233,3407.0,3568.0,0.2542237416505561,3232.0,-0.0249928181557023,212.9677635737433
2022-08-03,3.997033437,369.9282904166671,17.3,17.63,0.0,63,-54.83917867,53.11088562,11.2,-20.446368,3406.0,3550.0,0.2542237416505561,3247.0,-0.0245310245310245,212.9677635737433
2022-08-03,5.184525929,369.9282904166671,17.3,17.63,0.0,64,-54.83947833,55.234959,11.2,-20.44671433,3490.0,3777.0,0.2542237416505561,3408.0,-0.0306999590667212,212.9677635737433
2022-08-03,5.097676234,369.9282904166671,17.3,17.63,0.0,64,-54.83970767,56.24841714,11.2,-20.44668167,3520.0,3888.0,0.2542237416505561,3375.0,-0.0460048426150121,212.9677635737433
2022-08-03,4.66320803,369.9282904166671,17.3,17.63,0.0,65,-54.83899567,56.89049791,11.2,-20.44697667,3469.0,3652.0,0.2542237416505561,3389.0,-0.0052298375997797,212.9677635737433
2022-08-03,4.753563942,369.9282904166671,17.3,17.63,0.0,65,-54.83899567,56.45272487,11.2,-20.44697667,3469.0,3652.0,0.2542237416505561,3389.0,-0.0052298375997797,212.9677635737433
2022-08-03,4.255927401,369.9282904166671,17.3,17.63,0.0,66,-54.83902033,53.14119991,11.2,-20.446394,3412.0,3552.0,0.2542237416505561,3297.0,-0.0225996833165395,212.9677635737433
2022-08-03,4.357613312,369.9282904166671,17.3,17.63,0.0,66,-54.83902033,52.95361742,11.2,-20.446394,3412.0,3552.0,0.2542237416505561,3297.0,-0.0225996833165395,212.9677635737433
2022-08-03,5.076250965,369.9282904166671,17.3,17.63,0.0,67,-54.83950333,54.66282246,11.2,-20.446715,3490.0,3777.0,0.2542237416505561,3408.0,-0.0306999590667212,212.9677635737433
2022-08-03,5.162731786,369.9282904166671,17.3,17.63,0.0,67,-54.83950333,54.62946915,11.2,-20.446715,3490.0,3777.0,0.2542237416505561,3408.0,-0.0306999590667212,212.9677635737433
2022-08-03,1.783013546,369.9282904166671,17.3,17.63,0.0,68,-54.83930567,45.51545678,11.2,-20.44704067,3498.0,3760.0,0.2542237416505561,3487.0,0.0047644256220222,212.9677635737433
2022-08-03,1.690486959,369.9282904166671,17.3,17.63,0.0,68,-54.83930567,45.08127736,11.2,-20.44704067,3498.0,3760.0,0.2542237416505561,3487.0,0.0047644256220222,212.9677635737433
