target,model,y_true,y_pred
CP,KAN_full_KFold,7.4253621101379395,7.304905291148513
CP,KAN_full_KFold,3.9014573097229004,3.8483499562714405
CP,KAN_full_KFold,8.8544340133667,8.489960571371826
CP,KAN_full_KFold,6.632659435272217,6.6271397744462535
CP,KAN_full_KFold,6.422165393829346,6.11972695874568
CP,KAN_full_KFold,5.5360426902771,5.636498959249598
CP,KAN_full_KFold,6.765042781829834,6.132094097088285
CP,KAN_full_KFold,2.7072982788085938,2.7373324936278736
CP,KAN_full_KFold,12.847453117370605,13.242095752007288
CP,KAN_full_KFold,11.501503944396973,10.719946979139753
CP,KAN_full_KFold,9.346861839294434,12.364021454310253
CP,KAN_full_KFold,9.562553405761719,14.760643636905051
CP,KAN_full_KFold,16.578187942504883,16.554357497460217
CP,KAN_full_KFold,9.902765274047852,11.183005867784345
CP,KAN_full_KFold,10.097536087036133,13.383045930824549
CP,KAN_full_KFold,8.133569717407227,8.298247168359255
CP,KAN_full_KFold,4.71060037612915,4.624702857892611
CP,KAN_full_KFold,4.660370349884033,5.263934790232928
CP,KAN_full_KFold,10.852890968322754,10.94285475765462
CP,KAN_full_KFold,10.530471801757812,11.075318914015659
CP,KAN_full_KFold,9.042283058166504,4.662062924984392
CP,KAN_full_KFold,9.2609281539917,3.5976614601378056
CP,KAN_full_KFold,7.938423156738281,7.948892736843064
CP,KAN_full_KFold,7.958123683929443,8.01230614677734
CP,KAN_full_KFold,4.811975955963135,5.016428661384948
CP,KAN_full_KFold,2.0979220867156982,3.1513577397206527
CP,KAN_full_KFold,5.190822124481201,4.928590964222318
CP,KAN_full_KFold,5.117069244384766,5.293816072418587
CP,KAN_full_KFold,6.080742835998535,5.974028839460675
CP,KAN_full_KFold,6.353050708770752,6.316768363488916
CP,KAN_full_KFold,2.705597162246704,3.491121494271339
CP,KAN_full_KFold,4.971290111541748,5.026583637902215
CP,KAN_full_KFold,5.153428554534912,5.173048693789079
CP,KAN_full_KFold,4.722079753875732,4.64509065450029
CP,KAN_full_KFold,5.325788974761963,5.532582132853218
CP,KAN_full_KFold,5.3098673820495605,5.423990224764859
CP,KAN_full_KFold,5.425175189971924,5.673099268446958
CP,KAN_full_KFold,5.766645431518555,6.056335805952724
CP,KAN_full_KFold,5.542502403259277,5.680892439227563
CP,KAN_full_KFold,4.715676307678223,4.765011925721464
CP,KAN_full_KFold,2.6245973110198975,3.7309181417345956
CP,KAN_full_KFold,5.7860002517700195,6.277622020724866
CP,KAN_full_KFold,7.223354816436768,7.212484606016224
CP,KAN_full_KFold,7.538986682891846,7.316265558423288
CP,KAN_full_KFold,3.8362739086151123,3.9751634994753497
CP,KAN_full_KFold,6.639711380004883,6.281344835259901
CP,KAN_full_KFold,8.135262489318848,8.416605179002367
CP,KAN_full_KFold,8.608928680419922,9.786591293338965
CP,KAN_full_KFold,4.368763446807861,4.425368023024207
CP,KAN_full_KFold,4.255927562713623,4.47867004447616
CP,KAN_full_KFold,1.7830135822296143,1.936299450760848
CP,KAN_full_KFold,2.3202154636383057,1.4379170074366865
CP,KAN_full_KFold,5.437476634979248,5.658607732509855
CP,KAN_full_KFold,2.724853038787842,1.7595167480796754
CP,KAN_full_KFold,2.7221336364746094,2.462947132869375
CP,KAN_full_KFold,6.34296989440918,6.249139385384662
CP,KAN_full_KFold,5.952682018280029,6.0672959360895735
CP,KAN_full_KFold,6.573655128479004,6.120264654037413
CP,KAN_full_KFold,6.1573405265808105,7.227388098180213
CP,KAN_full_KFold,5.846966743469238,6.360219743704051
CP,KAN_full_KFold,5.758376598358154,6.551515315240593
CP,KAN_full_KFold,8.834383010864258,10.84081694438675
CP,KAN_full_KFold,8.90938949584961,10.798910260940975
CP,KAN_full_KFold,4.773529052734375,4.378767699253764
CP,KAN_full_KFold,6.689376354217529,9.392896524667714
CP,KAN_full_KFold,6.782504558563232,7.069219441295738
CP,KAN_full_KFold,7.432772636413574,7.001585286900012
CP,KAN_full_KFold,8.81635856628418,8.705843386768683
CP,KAN_full_KFold,8.238356590270996,7.874398397442303
CP,KAN_full_KFold,3.0992631912231445,3.758929474882609
CP,KAN_full_KFold,3.096384048461914,3.624038549994462
CP,KAN_full_KFold,3.8720898628234863,3.964951497376603
CP,KAN_full_KFold,12.940777778625488,12.98210015601183
CP,KAN_full_KFold,15.28227424621582,14.540772106931605
CP,KAN_full_KFold,11.441265106201172,2.7038934237774725
CP,KAN_full_KFold,11.298501968383789,12.572423019706738
CP,KAN_full_KFold,5.359466552734375,5.098332319209265
CP,KAN_full_KFold,3.6570799350738525,-0.20041803337077724
CP,KAN_full_KFold,16.77561378479004,16.517394412261105
CP,KAN_full_KFold,13.265846252441406,13.72432510257515
CP,KAN_full_KFold,4.433035373687744,7.726154466935823
CP,KAN_full_KFold,7.651711940765381,7.642891806602078
CP,KAN_full_KFold,4.43855094909668,5.357933125765081
CP,KAN_full_KFold,7.692826271057129,9.305311557592368
CP,KAN_full_KFold,2.9416019916534424,7.594906068033018
CP,KAN_full_KFold,3.167879104614258,7.94216917328694
