Sample,Sub_Sample,Date_std,granule_id,granule_time,cloud_cover,B10__2DAP5x5_IQR,B10__2DAP5x5_MED,B10__BUF30m_IQR,B10__BUF30m_MED,B11__2DAP5x5_IQR,B11__2DAP5x5_MED,B11__BUF30m_IQR,B11__BUF30m_MED,B12__2DAP5x5_IQR,B12__2DAP5x5_MED,B12__BUF30m_IQR,B12__BUF30m_MED,B1__2DAP5x5_IQR,B1__2DAP5x5_MED,B1__BUF30m_IQR,B1__BUF30m_MED,B2__2DAP5x5_IQR,B2__2DAP5x5_MED,B2__BUF30m_IQR,B2__BUF30m_MED,B3__2DAP5x5_IQR,B3__2DAP5x5_MED,B3__BUF30m_IQR,B3__BUF30m_MED,B4__2DAP5x5_IQR,B4__2DAP5x5_MED,B4__BUF30m_IQR,B4__BUF30m_MED,B5__2DAP5x5_IQR,B5__2DAP5x5_MED,B5__BUF30m_IQR,B5__BUF30m_MED,B6__2DAP5x5_IQR,B6__2DAP5x5_MED,B6__BUF30m_IQR,B6__BUF30m_MED,B7__2DAP5x5_IQR,B7__2DAP5x5_MED,B7__BUF30m_IQR,B7__BUF30m_MED,B8A__2DAP5x5_IQR,B8A__2DAP5x5_MED,B8A__BUF30m_IQR,B8A__BUF30m_MED,B8__2DAP5x5_IQR,B8__2DAP5x5_MED,B8__BUF30m_IQR,B8__BUF30m_MED,B9__2DAP5x5_IQR,B9__2DAP5x5_MED,B9__BUF30m_IQR,B9__BUF30m_MED
149,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,398.0,4088.0,84.0,4060.0,407.0,2602.0,31.0,2628.0,265.0,9102.0,70.0,9172.0,239.0,8542.0,162.0,8613.0,270.0,8707.0,65.0,8769.0,275.0,8338.0,145.0,8428.0,304.0,8595.0,208.0,8595.0,315.0,8710.0,127.0,8704.0,294.0,8836.0,75.0,8804.0,292.0,8744.0,31.0,8744.0,239.0,8676.0,181.0,8735.0,342.0,6336.0,88.0,6424.0
149,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,398.0,4088.0,84.0,4060.0,407.0,2602.0,31.0,2628.0,265.0,9102.0,70.0,9172.0,239.0,8542.0,162.0,8613.0,270.0,8707.0,65.0,8769.0,275.0,8338.0,145.0,8428.0,304.0,8595.0,208.0,8595.0,315.0,8710.0,127.0,8704.0,294.0,8836.0,75.0,8804.0,292.0,8744.0,31.0,8744.0,239.0,8676.0,181.0,8735.0,342.0,6336.0,88.0,6424.0
150,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,259.0,4163.0,153.0,4247.0,238.0,2657.0,19.0,2795.0,159.0,9172.0,0.0,9172.0,299.0,8656.0,93.0,8638.0,299.0,8772.0,107.0,8842.0,285.0,8477.0,41.0,8507.0,263.0,8718.0,32.0,8730.0,221.0,8849.0,49.0,8872.0,181.0,8930.0,56.0,8971.0,187.0,8852.0,115.0,8916.0,300.0,8800.0,102.0,8823.0,162.0,6424.0,0.0,6424.0
150,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,259.0,4163.0,153.0,4247.0,238.0,2657.0,19.0,2795.0,159.0,9172.0,0.0,9172.0,299.0,8656.0,93.0,8638.0,299.0,8772.0,107.0,8842.0,285.0,8477.0,41.0,8507.0,263.0,8718.0,32.0,8730.0,221.0,8849.0,49.0,8872.0,181.0,8930.0,56.0,8971.0,187.0,8852.0,115.0,8916.0,300.0,8800.0,102.0,8823.0,162.0,6424.0,0.0,6424.0
151,1,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,120.0,1937.0,33.0,1893.0,191.0,924.0,46.0,965.0,61.0,190.0,6.0,211.0,32.0,232.0,29.0,228.0,78.0,666.0,34.0,644.0,182.0,506.0,61.0,564.0,57.0,1103.0,25.0,1102.0,424.0,2625.0,64.0,2489.0,530.0,3065.0,98.0,2905.0,548.0,3213.0,95.0,3052.0,599.0,2935.0,181.0,2768.0,47.0,251.0,53.0,198.0
151,2,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,120.0,1937.0,33.0,1893.0,191.0,924.0,46.0,965.0,61.0,190.0,6.0,211.0,32.0,232.0,29.0,228.0,78.0,666.0,34.0,644.0,182.0,506.0,61.0,564.0,57.0,1103.0,25.0,1102.0,424.0,2625.0,64.0,2489.0,530.0,3065.0,98.0,2905.0,548.0,3213.0,95.0,3052.0,599.0,2935.0,181.0,2768.0,47.0,251.0,53.0,198.0
152,1,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,156.0,1933.0,62.0,1948.0,193.0,965.0,103.0,1013.0,23.0,205.0,6.0,205.0,24.0,232.0,22.0,222.0,87.0,652.0,16.0,618.0,170.0,520.0,124.0,576.0,83.0,1102.0,61.0,1082.0,539.0,2489.0,77.0,2477.0,635.0,2905.0,172.0,2870.0,694.0,3052.0,275.0,3041.0,691.0,2768.0,238.0,2626.0,74.0,244.0,26.0,251.0
152,2,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,156.0,1933.0,62.0,1948.0,193.0,965.0,103.0,1013.0,23.0,205.0,6.0,205.0,24.0,232.0,22.0,222.0,87.0,652.0,16.0,618.0,170.0,520.0,124.0,576.0,83.0,1102.0,61.0,1082.0,539.0,2489.0,77.0,2477.0,635.0,2905.0,172.0,2870.0,694.0,3052.0,275.0,3041.0,691.0,2768.0,238.0,2626.0,74.0,244.0,26.0,251.0
153,1,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,183.0,1889.0,85.0,1860.0,272.0,854.0,146.0,854.0,51.0,150.0,0.0,150.0,42.0,213.0,32.0,200.0,41.0,666.0,22.0,667.0,201.0,448.0,100.0,448.0,30.0,1088.0,11.0,1093.0,306.0,2657.0,163.0,2654.0,403.0,3114.0,185.0,3097.0,483.0,3365.0,268.0,3322.0,437.0,2993.0,212.0,3007.0,42.0,254.0,0.0,254.0
153,2,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,183.0,1889.0,85.0,1860.0,272.0,854.0,146.0,854.0,51.0,150.0,0.0,150.0,42.0,213.0,32.0,200.0,41.0,666.0,22.0,667.0,201.0,448.0,100.0,448.0,30.0,1088.0,11.0,1093.0,306.0,2657.0,163.0,2654.0,403.0,3114.0,185.0,3097.0,483.0,3365.0,268.0,3322.0,437.0,2993.0,212.0,3007.0,42.0,254.0,0.0,254.0
154,1,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,153.0,1924.0,64.0,1893.0,255.0,898.0,116.0,924.0,72.0,160.0,61.0,211.0,41.0,222.0,31.0,228.0,45.0,655.0,18.0,653.0,193.0,506.0,116.0,515.0,59.0,1102.0,9.0,1102.0,306.0,2590.0,165.0,2541.0,396.0,3015.0,192.0,2968.0,483.0,3217.0,270.0,3136.0,493.0,2841.0,239.0,2807.0,46.0,254.0,56.0,198.0
154,2,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,153.0,1924.0,64.0,1893.0,255.0,898.0,116.0,924.0,72.0,160.0,61.0,211.0,41.0,222.0,31.0,228.0,45.0,655.0,18.0,653.0,193.0,506.0,116.0,515.0,59.0,1102.0,9.0,1102.0,306.0,2590.0,165.0,2541.0,396.0,3015.0,192.0,2968.0,483.0,3217.0,270.0,3136.0,493.0,2841.0,239.0,2807.0,46.0,254.0,56.0,198.0
155,1,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,160.0,1929.0,95.0,1835.0,247.0,975.0,151.0,961.0,50.0,200.0,0.0,212.0,46.0,225.0,43.0,210.0,82.0,640.0,35.0,600.0,239.0,520.0,132.0,506.0,135.0,1081.0,134.0,945.0,656.0,2577.0,284.0,2515.0,864.0,2989.0,452.0,2976.0,953.0,3203.0,516.0,3213.0,812.0,2840.0,660.0,2840.0,65.0,251.0,0.0,225.0
155,2,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,160.0,1929.0,95.0,1835.0,247.0,975.0,151.0,961.0,50.0,200.0,0.0,212.0,46.0,225.0,43.0,210.0,82.0,640.0,35.0,600.0,239.0,520.0,132.0,506.0,135.0,1081.0,134.0,945.0,656.0,2577.0,284.0,2515.0,864.0,2989.0,452.0,2976.0,953.0,3203.0,516.0,3213.0,812.0,2840.0,660.0,2840.0,65.0,251.0,0.0,225.0
156,1,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,157.0,1929.0,95.0,1929.0,177.0,975.0,103.0,1045.0,23.0,205.0,0.0,212.0,36.0,231.0,38.0,222.0,54.0,628.0,32.0,611.0,155.0,549.0,129.0,608.0,159.0,1083.0,34.0,1051.0,519.0,2489.0,224.0,2438.0,635.0,2905.0,334.0,2804.0,683.0,3052.0,466.0,2928.0,681.0,2755.0,335.0,2602.0,88.0,244.0,0.0,225.0
156,2,2023-03-01,G2623429779-LPCLOUD,2023-02-27T13:58:09.239000,14,,,,,157.0,1929.0,95.0,1929.0,177.0,975.0,103.0,1045.0,23.0,205.0,0.0,212.0,36.0,231.0,38.0,222.0,54.0,628.0,32.0,611.0,155.0,549.0,129.0,608.0,159.0,1083.0,34.0,1051.0,519.0,2489.0,224.0,2438.0,635.0,2905.0,334.0,2804.0,683.0,3052.0,466.0,2928.0,681.0,2755.0,335.0,2602.0,88.0,244.0,0.0,225.0
